,NAME,STATION_ID,NUM_EBIKES_AVAILABLE,CAPACITY,LATITUDE,LONGITUDE
481,Long Bridge Park / Long Bridge Dr & 6th St S,0825fb66-1f3f-11e7-bf6b-3863bb334450,0,15,38.865553,-77.05003
482,S Four Mile Run Dr & Walter Reed Dr,08254d7e-1f3f-11e7-bf6b-3863bb334450,0,12,38.84736,-77.095431
483,N Pershing Dr & N George Mason Dr,082572b6-1f3f-11e7-bf6b-3863bb334450,0,11,38.871822,-77.107906
484,White Oak Rec Center,2213781a-5c69-43eb-9b33-346d61e7e1ba,0,15,39.046144,-76.975723
485,17th & Upshur St NW,72e7c396-11ad-4e88-bf4b-e60584f748fc,9,19,38.942146,-77.038684
486,Georgia Ave & Morton St NW,461df1a0-fac6-4a11-ac4c-ff795e6299c9,0,19,38.932128,-77.0235
487,N Pershing Dr & N Quebec St,174fc644-1a5a-4923-a8b5-373e0ad04525,0,15,38.874248,-77.104784
488,1st & N St SE,082484cf-1f3f-11e7-bf6b-3863bb334450,3,39,38.875023,-77.005754
489,E Montgomery Ave & Maryland Ave,082582ff-1f3f-11e7-bf6b-3863bb334450,0,15,39.084125,-77.151291
490,Independence Ave & L'Enfant Plaza SW/DOE,08256e7b-1f3f-11e7-bf6b-3863bb334450,0,23,38.887332,-77.026141
491,Columbus Ave & Gramercy Blvd,de5bd592-0f48-4c6a-b7fc-8ff687c6e1a5,0,11,39.12333,-77.16486
492,Langston Blvd & N Woodstock St,082614e4-1f3f-11e7-bf6b-3863bb334450,5,19,38.898301,-77.118009
493,New Hampshire Ave & East-West Hwy,ae00650a-be2d-4912-8f0d-8338b3754eed,1,15,38.974205,-76.995227
494,3000 Connecticut Ave NW / National Zoo,0825180e-1f3f-11e7-bf6b-3863bb334450,0,15,38.930282,-77.055599
495,Clarendon Blvd & N Fillmore St,0824fd71-1f3f-11e7-bf6b-3863bb334450,0,15,38.8881,-77.09308
496,Eastern Market / 7th & North Carolina Ave SE,08249a1c-1f3f-11e7-bf6b-3863bb334450,1,15,38.886952,-76.996806
497,Deanwood Rec Center,0825baa3-1f3f-11e7-bf6b-3863bb334450,0,15,38.908473,-76.933099
498,Hyattsville Library / Adelphi Rd & Toledo Rd,bcb21167-85ed-4374-8807-d9409aaa01a5,0,15,38.9698,-76.9493
499,24th St & Rhode Island Ave NE,77cd13d5-f671-437a-a59c-bcc74c6b211e,0,15,38.930774,-76.972851
500,Eden Center,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,1,12,38.873808,-77.152849
501,18th St & Pennsylvania Ave NW,08250172-1f3f-11e7-bf6b-3863bb334450,12,27,38.89968,-77.041539
502,1st & M St NE,0824927c-1f3f-11e7-bf6b-3863bb334450,0,15,38.905697,-77.005483
503,13th & U St NW,732103a1-eedd-4044-afa6-67b2d192ff22,1,19,38.916936,-77.029631
504,South Lakes Dr and Reston Pkwy,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,0,12,38.94335,-77.362304
505,21st St & Pennsylvania Ave NW,0825388d-1f3f-11e7-bf6b-3863bb334450,8,19,38.901539,-77.046564
506,Amherst Ave & Elkins St,0826518d-1f3f-11e7-bf6b-3863bb334450,0,15,39.044887,-77.047788
507,Westbranch Dr & Maitland St,1900610962867255780,0,12,38.927943,-77.220829
508,2nd St & Seaton Pl NE,0826005e-1f3f-11e7-bf6b-3863bb334450,0,19,38.914751,-77.00356
509,Greenbelt Station Parkway,cec05512-b9d1-4671-bc76-8b168079db93,3,11,39.002459,-76.916243
510,S Clark St & 33rd St,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,0,12,38.845028,-77.051956
511,American University East Campus,ad6ec1ce-db22-47c1-acf3-507897d40725,0,19,38.936298,-77.087128
512,North Capitol & R St NE,2a76806e-32b4-4ec6-a851-f73ba7dafda1,0,15,38.91256,-77.008775
513,Trinidad Rec Center,d0a82ee8-e718-4598-aa5e-dda9292c248c,0,19,38.906299,-76.983221
514,New Hampshire & Gallatin St NW,89263cc9-13f6-4185-b315-5164c9bb930e,0,19,38.951596,-77.012808
515,Largo Town Center Metro,29b65d73-fc99-42e3-9007-2175402a5c56,0,17,38.899811,-76.844604
516,Georgia Ave & Dahlia St NW,f8b331c6-d208-4b17-b788-1a17d2520c40,0,19,38.976061,-77.026747
517,New York Ave & Hecht Ave NE,0826132d-1f3f-11e7-bf6b-3863bb334450,0,23,38.915604,-76.983683
518,Columbia Pike & S Walter Reed Dr,08256fcd-1f3f-11e7-bf6b-3863bb334450,0,12,38.862478,-77.086599
519,16th & Bangor St SE,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,3,15,38.86044,-76.983585
520,9th & Upshur St NW,08251532-1f3f-11e7-bf6b-3863bb334450,7,15,38.9418,-77.0251
521,Virginia Ave & 25th St NW,bce02846-6f5e-466a-a643-50534a119533,1,19,38.89846,-77.053052
522,Clark St & 26th St S,0824739d-1f3f-11e7-bf6b-3863bb334450,1,12,38.850688,-77.05152
523,Wilson Blvd & N Quincy St,08252a00-1f3f-11e7-bf6b-3863bb334450,3,15,38.880012,-77.107854
524,4th & East Capitol St NE,0824c1a1-1f3f-11e7-bf6b-3863bb334450,5,11,38.889955,-77.000349
525,MBT & Bryant St NE,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,2,19,38.922404,-76.996023
526,12th St & New York Ave NW,b554d2fc-8912-4730-b2cb-9a3e1a96b223,9,27,38.901104,-77.028061
527,Maine Ave & Water St SW,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,0,19,38.876747,-77.020945
528,44th St & New Mexico Ave NW,1877753940179542324,1,19,38.933899,-77.086263
529,Briggs Chaney & Castle Dr,5075ddc9-7546-44a6-9445-0a48a53267df,1,19,39.081638,-76.945495
530,Court House Metro / 15th St & N Uhle St,0825fa8b-1f3f-11e7-bf6b-3863bb334450,0,21,38.890612,-77.084801
531,Norfolk & Rugby Ave,0825b27e-1f3f-11e7-bf6b-3863bb334450,1,11,38.990639,-77.100239
532,14th St & Spring Rd NW,08247c29-1f3f-11e7-bf6b-3863bb334450,0,17,38.9375,-77.0328
533,Oklahoma Ave & Benning Rd NE,54962348-19dd-47b8-a816-bce25eb658a1,0,19,38.8975,-76.969509
534,13th St & New York Ave NW,0824aa39-1f3f-11e7-bf6b-3863bb334450,5,27,38.900283,-77.029822
535,First St & Fayette St,889571f8-5774-4097-a31f-4b6e3f5b4381,1,16,38.817019,-77.050105
536,34th & Water St NW,0825f3d4-1f3f-11e7-bf6b-3863bb334450,0,19,38.903732,-77.067529
537,7th & S St NW,4f9000ec-e47e-494e-9b49-61e95b5a6f03,0,19,38.914174,-77.021595
538,Corporate Blvd & Omega Dr,58c07d78-f78e-4215-8548-7b0f37bafc73,0,15,39.106971,-77.192645
539,Minnesota Ave Metro/DOES,0824806c-1f3f-11e7-bf6b-3863bb334450,0,15,38.897063,-76.947446
540,Barcroft Community Center,08251c45-1f3f-11e7-bf6b-3863bb334450,0,11,38.850337,-77.100989
541,23rd & M St NW,5b745524-d0d3-4197-8c69-0ad4e5761883,2,19,38.905303,-77.050264
542,10th & Monroe St NE,0824bb59-1f3f-11e7-bf6b-3863bb334450,1,19,38.932457,-76.993534
543,Topsails Ln & Seatrend Way,1917259953969440770,0,12,38.775639,-77.160014
544,Northwestern High School,3dd9e864-a5fc-4c27-b18e-325226089293,0,15,38.975505,-76.952199
545,Bethesda Ave & Arlington Rd,0825738d-1f3f-11e7-bf6b-3863bb334450,2,19,38.981103,-77.097426
546,M St & Pennsylvania Ave NW,08251984-1f3f-11e7-bf6b-3863bb334450,1,19,38.905126,-77.056887
547,Columbia Pike & S Greenbrier St,f0d7675e-2ce0-41e7-94f5-28ca712fa456,3,15,38.854019,-77.118106
548,Mount Vernon Ave & E Nelson Ave,0825f8da-1f3f-11e7-bf6b-3863bb334450,1,11,38.820064,-77.057619
549,Georgia Ave & Fairmont St NW,0824844b-1f3f-11e7-bf6b-3863bb334450,1,15,38.924785,-77.022327
550,1st St & Potomac Ave SE,66c82803-70e3-496f-9942-30e0936de3f5,1,19,38.871841,-77.00591
551,Madron Ln & Bermudez Ct,83fa4699-b2ee-4f14-af3b-167f34a62fb4,1,12,38.904415,-77.221807
552,7th & K St NW,a0d0ec92-ebda-436a-b476-7ee9a7bdb67d,3,19,38.902674,-77.021392
553,10th St & Spring Rd NW,63fa246c-6bed-41f0-97eb-d2d7888c1db0,0,15,38.936228,-77.027163
554,New Jersey Ave & H St SE,2574f980-163e-4b9b-8107-6145615815b3,0,19,38.880761,-77.005741
555,Kenmore Ave & Seminary Rd,347b72fa-4ae2-4017-a9bf-344a122cddeb,0,11,38.828887,-77.110588
556,Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,55d4e20d-6b27-485e-8115-4046ac2313ea,1,19,38.916501,-77.090911
557,Fair Woods Pkwy & Fairfax Blvd,1875305027705686898,0,12,38.862804,-77.293922
558,16th & Harvard St NW,ae007456-14ad-4619-a92e-e3a40f93a412,0,19,38.926102,-77.03665
559,13th & E St SE,082494e7-1f3f-11e7-bf6b-3863bb334450,0,15,38.882915,-76.987907
560,22nd & I St NW / Foggy Bottom,08254037-1f3f-11e7-bf6b-3863bb334450,2,15,38.90088,-77.048911
561,10th & G St NW,0825f622-1f3f-11e7-bf6b-3863bb334450,0,23,38.898243,-77.026235
562,5th & F St NW,0824a28b-1f3f-11e7-bf6b-3863bb334450,5,31,38.897222,-77.019347
563,Madison St & Fairfax St,08264173-1f3f-11e7-bf6b-3863bb334450,1,15,38.812351,-77.040691
564,King Farm Blvd & Piccard Dr,0825b7cc-1f3f-11e7-bf6b-3863bb334450,0,15,39.110314,-77.182669
565,Queens Chapel & Hamilton St,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,1,15,38.9546,-76.9595
566,Rhode Island Ave & 39th St / Brentwood Arts Exchange,199df30f-328b-48af-8627-952bd9d6fe7c,2,15,38.939271,-76.955047
567,Piccard & W Gude Dr,0825b4c9-1f3f-11e7-bf6b-3863bb334450,0,19,39.102212,-77.177091
568,Fessenden St & Wisconsin Ave NW,08254529-1f3f-11e7-bf6b-3863bb334450,0,15,38.954812,-77.082426
569,Langston Blvd & N Cleveland St,0825f4f2-1f3f-11e7-bf6b-3863bb334450,2,15,38.894941,-77.09169
570,18th & M St NW,08249ef2-1f3f-11e7-bf6b-3863bb334450,10,27,38.905067,-77.041779
571,Library St & Freedom Dr,08263b6d-1f3f-11e7-bf6b-3863bb334450,0,15,38.959633,-77.358741
572,Georgia & New Hampshire Ave NW,08247baa-1f3f-11e7-bf6b-3863bb334450,0,19,38.936684,-77.024181
573,Pennsylvania Ave & Park Ave,33ae16de-ca5b-4253-9096-35ccae7bb8dd,0,12,38.887403,-77.176992
574,Silver Spring Transit Center - Top Level,0825b553-1f3f-11e7-bf6b-3863bb334450,6,15,38.994035,-77.030371
575,Offutt Ln & Chevy Chase Dr,0825b2e7-1f3f-11e7-bf6b-3863bb334450,1,11,38.977093,-77.094589
576,5th St & Massachusetts Ave NW,08254442-1f3f-11e7-bf6b-3863bb334450,0,19,38.90093,-77.018677
577,Constitution Ave & 2nd St NW/DOL,08256d91-1f3f-11e7-bf6b-3863bb334450,10,27,38.892275,-77.013917
578,Livingston Rd & 3rd St SE,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,0,15,38.82373,-77.00223
579,Crescent Rd & Ridge Rd,10d57c0d-6f3c-45d1-8a12-eda5665e213c,0,15,39.006191,-76.891247
580,Emma Lee St & Morris St,3d8b6392-9572-4c65-b71c-fd8f03af9ab2,0,12,38.877818,-77.209421
581,Mount Vernon Ave & Four Mile Run Park,08262494-1f3f-11e7-bf6b-3863bb334450,0,15,38.843422,-77.064016
582,Columbia Rd & Georgia Ave NW,0825164b-1f3f-11e7-bf6b-3863bb334450,1,27,38.928121,-77.023795
583,3rd & G St SE,08251448-1f3f-11e7-bf6b-3863bb334450,0,19,38.881185,-77.001828
584,Prince George's Plaza Metro,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,1,17,38.965742,-76.954803
585,S Maple Ave & S Washington St,5e571279-84a3-4dd6-9ee5-6a834e4c624a,0,12,38.87972,-77.178408
586,Mt Vernon Trail & S. Washington St.,8d8a3add-40b4-41ba-bffe-5a754ebc1625,0,15,38.793065,-77.049436
587,Commerce St & Fayette St,08253b95-1f3f-11e7-bf6b-3863bb334450,2,15,38.805648,-77.05293
588,Pentagon City Metro / 12th St & S Hayes St,08246df5-1f3f-11e7-bf6b-3863bb334450,2,19,38.862303,-77.059936
589,McLean Metro,6ffb5d30-d3f4-462b-8182-c552bebc9310,0,19,38.924002,-77.208127
590,Clarendon Blvd & Pierce St,0824eba7-1f3f-11e7-bf6b-3863bb334450,0,15,38.893438,-77.076389
591,Rhode Island Ave Metro,0825e3b0-1f3f-11e7-bf6b-3863bb334450,1,19,38.920682,-76.995876
592,New Hampshire & Kirklynn Ave,082650b1-1f3f-11e7-bf6b-3863bb334450,2,15,38.988101,-76.988422
593,12th & U St NW,08256670-1f3f-11e7-bf6b-3863bb334450,0,31,38.916787,-77.028139
594,14th & Upshur St NW,08254943-1f3f-11e7-bf6b-3863bb334450,0,19,38.942475,-77.032678
595,Gallaudet / 8th St & Florida Ave NE,08252b28-1f3f-11e7-bf6b-3863bb334450,0,19,38.90509,-76.9941
596,1301 McCormick Dr / Wayne K. Curry Admin Bldg,987decdd-577d-4614-a6eb-307944a634b4,0,15,38.908391,-76.843263
597,Blenheim Blvd & North St,1874573898176678104,0,12,38.846972,-77.303349
598,Wilson Blvd & N Oak St,83c9bc80-bc42-4e5d-9f5e-6c24812e6e37,0,17,38.895068,-77.07386
599,7th & F St NW / National Portrait Gallery,0824c772-1f3f-11e7-bf6b-3863bb334450,5,35,38.897283,-77.022191
600,Fallsgrove Blvd & Fallsgrove Dr,0825762e-1f3f-11e7-bf6b-3863bb334450,0,19,39.096312,-77.192672
601,Route 29 & Circle Woods Dr,1892760823152249488,0,11,38.869114,-77.271538
602,Vantage Hill Rd & Wainwright Dr,8d68e4db-0bc9-440a-9b27-5d34ed1b93c9,0,12,38.9667,-77.348487
603,Langston Blvd & N Kirkwood Rd,0825ff8d-1f3f-11e7-bf6b-3863bb334450,0,15,38.895377,-77.09713
604,5th & Kennedy St NW,082547de-1f3f-11e7-bf6b-3863bb334450,2,15,38.956556,-77.019814
605,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,7c46ff05-4fca-44e6-a50b-acbc57e8100b,1,15,38.81909,-77.01033
606,7th & Monroe St NE,066fd95e-0d37-4eea-a027-88c04277bb9d,1,15,38.932243,-76.996133
607,15th & Euclid St NW,0825525a-1f3f-11e7-bf6b-3863bb334450,0,15,38.92333,-77.0352
608,WAU / Flower Ave & Division St,0825faf6-1f3f-11e7-bf6b-3863bb334450,4,15,38.986743,-77.000035
609,N Hampton Dr & Ford Ave,e456b38d-7f5e-4d06-b2bc-022b42097a06,1,11,38.837306,-77.106111
610,Soapstone Dr Convenience Center,85c2fb24-d241-4550-8968-2cdf85462af7,1,12,38.93051,-77.345874
611,39th St & Tunlaw Rd NW,1879766346478500482,0,19,38.9257,-77.079119
612,White Oak Transit Center,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,0,19,39.04104,-76.987125
613,Frederick Ave & Horners Ln,08258475-1f3f-11e7-bf6b-3863bb334450,0,9,39.094772,-77.145213
614,Key West Ave & Great Seneca Hwy,1b55b8fa-73d6-4076-98e5-9f177d22958e,1,11,39.105642,-77.20386
615,Market St & St Francis St,0136af02-2670-4042-b5cd-18b46c15c0c1,0,12,38.95866,-77.361516
616,8th & H St NE,fbbeab20-556d-4275-98a9-f84d316c157f,1,19,38.899942,-76.994897
617,12th & L St NW,082537e4-1f3f-11e7-bf6b-3863bb334450,1,19,38.903819,-77.0284
618,Waterfront Park,94b1507c-7f76-483c-b06a-a4131e0b5970,0,19,38.874821,-77.020788
619,S Washington St & Wilkes St,472dee60-f045-4f2e-9807-193e3ae9b661,0,12,38.800703,-77.048043
620,Army Navy Dr & Fern St,0a5dbbe0-1325-49af-9fca-f0748ca06dc0,0,15,38.864838,-77.056873
621,East Falls Church Metro / Sycamore St & 19th St N,08261f4b-1f3f-11e7-bf6b-3863bb334450,5,19,38.885321,-77.156427
622,15th & F St NE,0825610d-1f3f-11e7-bf6b-3863bb334450,0,19,38.897195,-76.983575
623,Yuma St & Tenley Circle NW,0826139b-1f3f-11e7-bf6b-3863bb334450,3,19,38.946182,-77.08059
624,Spring Hill Metro,0826345e-1f3f-11e7-bf6b-3863bb334450,0,15,38.929261,-77.240654
625,St Asaph & Pendleton St,08253a4b-1f3f-11e7-bf6b-3863bb334450,1,15,38.810741,-77.044633
626,17th St & Massachusetts Ave NW,08255063-1f3f-11e7-bf6b-3863bb334450,0,19,38.908142,-77.038359
627,8th & D St NW,08256ac9-1f3f-11e7-bf6b-3863bb334450,1,15,38.894851,-77.02324
628,37th & Ely Pl SE,ee2cb739-9118-4069-b4f7-435ef53db537,0,15,38.883132,-76.950009
629,Van Dorn Metro,dfa896d9-9209-413d-b494-e255ef513d2c,0,19,38.800077,-77.129943
630,6th & K St NE,082644bc-1f3f-11e7-bf6b-3863bb334450,0,19,38.902932,-76.998405
631,2nd St & Massachusetts Ave NE,08261e7a-1f3f-11e7-bf6b-3863bb334450,9,23,38.894972,-77.003135
632,31st St & S Woodrow St,0825be94-1f3f-11e7-bf6b-3863bb334450,3,11,38.837846,-77.093478
633,Washington & Independence Ave SW/HHS,08256e11-1f3f-11e7-bf6b-3863bb334450,10,31,38.886978,-77.013769
634,N Lynn St & Fairfax Dr,0826402c-1f3f-11e7-bf6b-3863bb334450,0,15,38.89386,-77.070862
635,7th & R St NW / Shaw Library,082514b8-1f3f-11e7-bf6b-3863bb334450,0,15,38.912719,-77.022155
636,New Jersey Ave & K St NW,082624fc-1f3f-11e7-bf6b-3863bb334450,1,23,38.902571,-77.013667
637,Route 29 & Bisvey Dr,f0101beb-a103-46e4-93f5-c7880b85411b,0,12,38.876912,-77.195847
638,3rd & H St NE,0824bce1-1f3f-11e7-bf6b-3863bb334450,0,19,38.900412,-77.001949
639,Merrilee Dr & Lauren Elizabeth Lane,a77b8993-6d68-425e-a37a-0e613a7cb17a,1,11,38.878572,-77.230766
640,Smithsonian-National Mall / Jefferson Dr & 12th St SW,082522f0-1f3f-11e7-bf6b-3863bb334450,1,35,38.888774,-77.028694
641,Wheaton Metro / Georgia Ave & Reedie Dr,08265124-1f3f-11e7-bf6b-3863bb334450,0,19,39.038424,-77.05102
642,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,08263fbd-1f3f-11e7-bf6b-3863bb334450,0,11,38.951443,-77.340377
643,Columbus Circle / Union Station,0824d0c6-1f3f-11e7-bf6b-3863bb334450,2,55,38.89696,-77.00493
644,Reston Town Center Metro South,5dfab137-f65a-41c0-99ef-d58f29a735b2,0,19,38.9523,-77.361466
645,17th St & Independence Ave SW,082623bf-1f3f-11e7-bf6b-3863bb334450,0,18,38.888097,-77.038325
646,Franconia-Springfield Metro North,1917259666206632502,0,19,38.766946,-77.168902
647,Becontree Ln & Goldenrain Ct,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,0,12,38.966848,-77.329282
648,Lincoln Memorial,08254284-1f3f-11e7-bf6b-3863bb334450,4,25,38.888255,-77.049437
649,Golf Course Sq and Golf Course Dr,13c42471-96ab-441d-9a4c-bc57f7af6f9b,0,12,38.944013,-77.353552
650,North Village and Park Garden,c0ec45a3-ec59-4c82-9671-13d9c122be30,3,12,38.983199,-77.341823
651,North Shore & Cameron Crescent Dr/Crescent Apartments,0826380c-1f3f-11e7-bf6b-3863bb334450,2,11,38.970046,-77.338686
652,10th St & L'Enfant Plaza SW,08261d9d-1f3f-11e7-bf6b-3863bb334450,2,23,38.884323,-77.02601
653,Fenton St & New York Ave ,08257325-1f3f-11e7-bf6b-3863bb334450,2,15,38.985404,-77.023082
654,Oglethorpe St & 42nd Ave,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,0,15,38.959361,-76.946361
655,Anacostia Ave & Benning Rd NE / River Terrace ,082518eb-1f3f-11e7-bf6b-3863bb334450,0,15,38.896544,-76.96012
656,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,0,19,38.915,-77.0078
657,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,0825f2b1-1f3f-11e7-bf6b-3863bb334450,1,12,38.984691,-77.094537
658,1st & Washington Hospital Center NW,0825201c-1f3f-11e7-bf6b-3863bb334450,4,15,38.928743,-77.012457
659,Virginia Square Metro / Monroe St & 9th St N,082520aa-1f3f-11e7-bf6b-3863bb334450,0,19,38.882788,-77.103148
660,Central Library / Quincy St & 10th St N,0825213e-1f3f-11e7-bf6b-3863bb334450,0,12,38.88397,-77.10783
661,New Hampshire Ave & 24th St NW,0825f723-1f3f-11e7-bf6b-3863bb334450,3,19,38.901755,-77.051084
662,1st & D St SE,08263aa1-1f3f-11e7-bf6b-3863bb334450,8,19,38.884916,-77.005965
663,Connecticut Ave & McKinley St NW,0825fbd3-1f3f-11e7-bf6b-3863bb334450,0,19,38.964544,-77.075135
664,61st St & Banks Pl NE,08263cab-1f3f-11e7-bf6b-3863bb334450,0,19,38.891805,-76.913563
665,Dorr Ave & Prosperity Ave,1890204129337198944,1,11,38.879256,-77.233583
666,Columbia Pike & S Orme St,082569e6-1f3f-11e7-bf6b-3863bb334450,1,11,38.867262,-77.072315
667,Langston Blvd & N Adams St,08252530-1f3f-11e7-bf6b-3863bb334450,1,15,38.89593,-77.089006
668,Shady Grove Metro West,0825e56c-1f3f-11e7-bf6b-3863bb334450,0,19,39.119765,-77.166093
669,16th & R St NW,0826183f-1f3f-11e7-bf6b-3863bb334450,0,19,38.912652,-77.036278
670,Kingman Island/The Fields at RFK,bed9b757-0df2-4a97-a6ac-415db00e82c8,0,19,38.895955,-76.967845
671,Montello Ave & Holbrook Terr NE,a07bd5e0-5136-4285-ae23-54a74124957e,0,19,38.907444,-76.986813
672,N Shore Dr & Bandit Loop,1900964406001033780,1,11,38.95937,-77.331794
673,The Mall at Prince Georges,d34d2639-ee43-4892-818f-f01116813744,0,17,38.968842,-76.954171
674,North Capitol St & G Pl NE,0825be05-1f3f-11e7-bf6b-3863bb334450,1,19,38.899703,-77.008911
675,Georgia & Missouri Ave NW,082605b0-1f3f-11e7-bf6b-3863bb334450,0,19,38.961339,-77.027855
676,N Howard St & Taney Ave,cdeeb133-ccd7-418f-a8d7-0b5c5380a8ae,2,15,38.815842,-77.110014
677,Reston Town Center Metro North,e823318f-8406-4230-8072-1667f5de78d4,0,19,38.953691,-77.359717
678,Broad Branch Rd & Northampton St NW,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,0,19,38.965775,-77.068626
679,53rd & D St SE/C.W. Harris Elementary,12b1c990-90e7-4fef-a5b9-c78d4c81af96,0,19,38.883318,-76.925315
680,Lincoln Park / 13th & East Capitol St NE ,0824c229-1f3f-11e7-bf6b-3863bb334450,0,25,38.890461,-76.988355
681,Roosevelt Center & Crescent Rd,6922a398-ec20-493d-a832-5e337cf335f5,0,15,39.00031,-76.878005
682,S Randolph St & Campbell Ave,0825e4d5-1f3f-11e7-bf6b-3863bb334450,1,15,38.840654,-77.088659
683,4th & Florida Ave NE,21cdfe0d-71ad-4302-a003-3cfc0d355af9,0,19,38.907316,-77.000698
684,2nd & G St NE,082604dd-1f3f-11e7-bf6b-3863bb334450,0,23,38.89967,-77.003666
685,Connecticut Ave & R St NW,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,0,19,38.912644,-77.04564
686,1st & Q St SW,84a0159b-5f00-417a-8f06-6c7c8437049f,0,15,38.870824,-77.011915
687,Marymount University / Yorktown Blvd & 26th St N,5eb5b5a7-db69-4d8a-a16a-604678a544b7,4,15,38.904252,-77.127776
688,Reservoir Rd & 38th St NW,7a19d0e7-2b3c-4805-b843-1aec84a05bfe,10,19,38.912614,-77.074323
689,Reed & Edison,febec658-2bcd-473e-8ba8-f84f016da7cd,0,11,38.83728,-77.060899
690,Commonwealth and Reed,3af8c81c-b8d8-4af7-afe9-332a2cac4672,0,16,38.836838,-77.057274
691,Fenton St & Gist Ave,0825ac97-1f3f-11e7-bf6b-3863bb334450,2,11,38.989724,-77.023854
692,19th St N & Ft Myer Dr,0824ea2c-1f3f-11e7-bf6b-3863bb334450,1,15,38.897218,-77.072143
693,Garland Ave & Walden Rd,a3761e59-db36-4b61-8bb3-8d523af69b96,0,15,39.00048,-77.00077
694,Medical Center Dr & Key West Ave,0825df01-1f3f-11e7-bf6b-3863bb334450,0,15,39.103091,-77.196442
695,14th & Otis Pl NW,2a43f4e2-4102-482e-8879-245cf7555c6b,0,27,38.934405,-77.032687
696,Nannie Helen Burroughs & Minnesota Ave NE,082480f1-1f3f-11e7-bf6b-3863bb334450,0,11,38.901385,-76.941877
697,S Arlington Mill Dr & Campbell Ave,08254dee-1f3f-11e7-bf6b-3863bb334450,0,15,38.84232,-77.089555
698,D St & Maryland Ave NE,0824a703-1f3f-11e7-bf6b-3863bb334450,0,23,38.894841,-76.995916
699,18th St & Rhode Island Ave NE,08255561-1f3f-11e7-bf6b-3863bb334450,0,15,38.927095,-76.978924
700,Anacostia Park,5fdaa766-383e-4a92-b1bd-0e71138c6844,0,19,38.87335,-76.9834
701,S George Mason Dr & S Four Mile Run Dr,082566d7-1f3f-11e7-bf6b-3863bb334450,0,11,38.852248,-77.105022
702,Wiehle-Reston Metro South,08263b08-1f3f-11e7-bf6b-3863bb334450,0,19,38.946608,-77.339391
703,Crystal Dr & 20th St S,08246c35-1f3f-11e7-bf6b-3863bb334450,2,17,38.856425,-77.049232
704,Oxon Hill Park & Ride,ccd82461-11b7-4553-b70b-6cb7e5e4f8c2,1,15,38.798749,-77.00103
705,1st & O St NW,082619e1-1f3f-11e7-bf6b-3863bb334450,0,15,38.908643,-77.012365
706,Hardy Rec Center,d8a01502-8d6c-449f-852d-d6b409e56e11,0,17,38.909701,-77.085646
707,Baltimore Ave & Van Buren St / Riverdale Park Station,3c8cebaf-4155-47d8-8272-9d65831f33b8,0,17,38.969581,-76.937349
708,21st St & N Pierce St,0825ff20-1f3f-11e7-bf6b-3863bb334450,0,15,38.898984,-77.078317
709,Old Meadow Rd & Cathy Ln,1890899920583743818,2,12,38.916908,-77.213879
710,Merrifield Cinema & Merrifield Town Center,65c9578a-8bda-4908-b626-06371c09338b,0,15,38.870093,-77.22997
711,Van Ness Metro / UDC,082495aa-1f3f-11e7-bf6b-3863bb334450,1,15,38.944551,-77.063896
712,17th St & Rhode Island Ave NW,affeb890-08dc-46d2-9f8a-3eedf4452640,6,19,38.906767,-77.038627
713,Maine Ave & 9th St SW,f33b7c9d-11ff-4059-94e4-4a1206acd7a6,1,15,38.88044,-77.025236
714,Georgetown Harbor / 30th St NW,08249be7-1f3f-11e7-bf6b-3863bb334450,7,19,38.902268,-77.059117
715,14th & D St NW / John A Wilson Building,0824c69b-1f3f-11e7-bf6b-3863bb334450,2,25,38.894514,-77.031617
716,Neal St & Trinidad Ave NE,082565f9-1f3f-11e7-bf6b-3863bb334450,0,15,38.903732,-76.987211
717,Eisenhower Ave & Ike Dr,b8ba3b0d-9efa-4093-8baa-bb3e7d384c46,0,15,38.802738,-77.082463
718,4th & College St NW,60b9672e-7668-431b-801b-affaccb680bb,0,15,38.921233,-77.018135
719,Massachusetts & Idaho Ave NW,1885353633083910806,0,19,38.931349,-77.077214
720,1st & K St NE,b8b6903d-fabc-48aa-af9b-2c5fb29344b9,0,17,38.902386,-77.005649
721,Rosedale Rec Center,92dd5072-b877-45d6-ba24-c5acbe66733b,1,19,38.897808,-76.979634
